,id,lyrics,annotation,song
4470,186824,"[Chorus]
Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special
[Verse 1]
Once bitten and twice shied
I keep my distance but you still catch my eye
Tell me baby
Do you recognize me
Well, it has been a year, it does not surprise me
Merry Christmas, I wrapped it up and sent it
With a note saying 'I love you', I meant it
Now I know what a fool I've been
But if you kiss me now, I know you would fool me again
[Chorus]
Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special
Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special [Verse 2]
A crowded room and friends with tired eyes
I am hiding from you and your soul of ice
My God, I thought you were someone to rely on
Me, I guess I was a shoulder to cry on
A face on a lover with a fire in his heart
A girl on a cover but you tore her apart
Maybe this year
Maybe this year I will give it to someone special
[Chorus]
Because last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special
Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special
And last Christmas
And this year
It won't be anything like, anything like
Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I will give it to someone special","This is Taylor Swift’s cover of the very popular song by British pop duo Wham!
It was released as the number 1 single off her Christmas album entitled Sounds of the Season: The Taylor Swift Holiday Collection
Taylor is known to be a big fan of the Christmas holidays and even grew up on a Christmas tree farm
",Last Christmas
4475,132663,"[Verse 1]
I said, ""Remember this moment""
In the back of my mind
The time we stood with our shaking hands
The crowds in stands went wild
We were the kings and the queens
And they read off our names
The night you danced like you knew our lives
Would never be the same
You held your head like a hero
On a history book page
It was the end of a decade
But the start of an age
[Chorus]
Long live the walls we crashed through
How the kingdom lights shined just for me and you
I was screaming, ""Long live all the magic we made""
And bring on all the pretenders
One day, we will be remembered
[Verse 2]
I said, ""Remember this feeling""
I pass the pictures around
Of all the years that we stood there on the sidelines
Wishing for right now
We are the kings and the queens
You traded your baseball cap for a crown
When they gave us our trophies
And we held them up for our town
And the cynics were outraged
Screaming, ""This is absurd""
'Cause for a moment, a band of thieves
In ripped up jeans got to rule the world [Chorus]
Long live the walls we crashed through
How the kingdom lights shined just for me and you
I was screaming, ""Long live all the magic we made""
And bring on all the pretenders, I'm not afraid
Long live all the mountains we moved
I had the time of my life fighting dragons with you
I was screaming, ""Long live that look on your face""
And bring on all the pretenders
One day, we will be remembered
[Bridge]
Hold on to spinning around
Confetti falls to the ground
May these memories break our fall
Will you take a moment? Promise me this
That you'll stand by me forever
But if, God forbid, fate should step in
And force us into a goodbye
If you have children some day
When they point to the pictures
Please, tell 'em my name
Tell 'em how the crowds went wild
Tell 'em how I hope they shine
Long live the walls we crashed through
I had the time of my life with you [Chorus]
Long, long live the walls we crashed through
How the kingdom lights shined just for me and you
And I was screaming, ""Long live all the magic we made""
And bring on all the pretenders, I'm not afraid
Singing, ""Long live all the mountains we moved""
I had the time of my life fighting dragons with you
And long, long live that look on your face
And bring on all the pretenders
One day, we will be remembered","“Long Live” is the last track on the standard version of Taylor’s 2010 album, Speak Now. In the song, Taylor finds herself looking back at her fondest memories of her career, none of which would be possible without her fanbase and band, who the song is dedicated to.
The secret message for this song in the CD’s lyric booklet is “For You.”
",Long Live
4477,4782854,"[Intro: Idris Elba & 
James Corden
]
We can go drivin' in, on my scooter
Uh, you know, just 'round London (
Oh, I'd—
)
[Verse 1]
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent
[Pre-Chorus]
They say, ""Home is where the heart is""
But that's not where mine lives
[Chorus]
You know I love a London boy
I enjoy walkin' Camden Market in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (Ooh)
[Verse 2]
And now I love high tea, stories from Uni' and the West End
You can find me in the pub, we are watchin' rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time [Pre-Chorus]
They say, ""Home is where the heart is""
But, God, I love the English
[Chorus]
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
[Bridge]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah
[Chorus]
You know I love a London boy
I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)
He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)
Boy (Oh), I fancy you (I fancy you; ooh) [Outro]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)","“London Boy” is most likely an ode to Swift’s boyfriend as of the song’s release, British actor Joe Alwyn. Other songs on the album, including the title track, are assumed to be about their relationship.
Having mostly escaped the public eye during her relationship with Alwyn, Swift finally shares some of the most memorable experiences she’s enjoyed.
This track is notable for using an interpolation of the rhythm on Cautious Clay’s “Cold War,” making Clay only the second artist ever to be interpolated on one of Swift’s songs (after Right Said Fred on “Look What You Made Me Do”).",London Boy
4478,3310192,"I don't like your 
little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you
I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (oh)
But I got smarter, 
I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't like your kingdom keys
They once belonged to me
You asked me for a place to sleep
Locked me out and threw a feast (what?)
The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure
Maybe I got mine, 
but you'll all get yours But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't trust nobody and nobody trusts me
I'll be the actor starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actor starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actor starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actor starring in your bad dreams
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me
I'm sorry, the old Frank can't come to the phone right now
Why? Oh, cause he's dead! (Oh) Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do","This is a song that I loved because when I was in high school, I had problems with a classmate to the point of inventing things about me.Expand Share",Look What You Made Me Do
4480,6260174,"[Verse 1]
Fatefully
I tried to pick my battles 'til the battle picked me
Misery
Like the war of words I shouted in my sleep
And you passed right by
I was in the alley, surrounded on all sides
The knife cuts both ways
If the shoe fits, walk in it 'til your high heels break
[Chorus]
And I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short, it was the wrong guy
[Post-Chorus]
Now I'm all about you
I'm all about you, ah
Yeah, yeah
I'm all about you, ah
Yeah, yeah
[Verse 2]
Actually
I always felt I must look better in the rear view
Missing me
At the golden gates they once held the keys to
When I dropped my sword
I threw it in the bushes and knocked on your door
And we live in peace
But if someone comes at us, this time, I'm ready [Chorus]
'Cause I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Clung to the nearest lips
Long story short, it was the wrong guy
[Post-Chorus]
Now I'm all about you
I'm all about you, ah
Yeah, yeah
I'm all about you
[Bridge]
No more keepin' score
Now I just keep you warm (Keep you warm)
No more tug of war
Now I just know there's more (Know there's more)
No more keepin' score
Now I just keep you warm (Keep you warm)
And my waves meet your shore
Ever and evermore
[Verse 3]
Past me
I wanna tell you not to get lost in these petty things
Your nemeses
Will defeat themselves before you get the chance to swing
And he's passing by
Rare as the glimmer of a comet in the sky
And he feels like home
If the shoe fits, walk in it everywhere you go [Chorus]
And I fell from the pedestal
Right down the rabbit hole
Long story short, it was a bad time
Pushed from the precipice
Climbed right back up the cliff
Long story short, I survived
[Post-Chorus]
Now I'm all about you
(And now) I'm all about you, ah
(And now) I'm all about you
(And now) I'm all about you, ah
Yeah, yeah
I'm all about you
(And now) Yeah, yeah
I'm all about you
[Outro]
Long story short, it was a bad time
Long story short, I survived","“long story short” is a brisk-paced overview of the public demonizations that Taylor has experienced since her feud with Kanye West in 2016. The drama has taken subject in numerous songs of Taylor’s, appearing all the way back on her sixth studio album, reputation. However, “long story short” offers a confirmation of resolution and peace, with Taylor finally feeling confident that that stage of her life has subsided.
“long story short” is a particular ode to Taylor’s then boyfriend, Joe Alwyn, who she began dating around the time of the drama. Chronicled in a handful of Taylor’s songs, “long story short” further emphasizes that Alwyn has been her “safe place” throughout turmoil.",​l​ong story short
4481,4508914,"[Verse 1]
We could leave the Christmas lights up 'til January
And this is our place, we make the rules
And there's a dazzling haze, a mysterious way about you, dear
Have I known you twenty seconds or twenty years?
[Chorus]
Can I go where you go?
Can we always be this close?
Forever and ever, ah
Take me out and take me home
You're my, my, my, my lover
[Verse 2]
We could let our friends crash in the living room
This is our place, we make the call
And I'm highly suspicious that everyone who sees you wants you
I've loved you three summers now, honey, but I want 'em all
[Chorus]
Can I go where you go?
Can we always be this close?
Forever and ever, ah
Take me out and take me home (Forever and ever)
You're my, my, my, my lover [Bridge]
Ladies and gentlemen, will you please stand?
With every guitar string scar on my hand
I take this magnetic force of a man to be my lover
My heart's been borrowed and yours has been blue
All's well that ends well to end up with you
Swear to be overdramatic and true to my lover
And you'll save all your dirtiest jokes for me
And at every table, I'll save you a seat, lover
[Chorus]
Can I go where you go?
Can we always be this close?
Forever and ever, ah
Take me out and take me home (Forever and ever)
You're my, my, my, my
Oh, you're my, my, my, my
Darling, you're my, my, my, my lover","The title track of Lover was first unveiled in Swift’s September 2019 Vogue cover story, along with a pair of lyrics from its bridge. The interviewer described the song as a “romantic, haunting, waltzy, singer-songwritery nugget.” Swift announced the song’s release date during an acceptance speech at the 2019 Teen Choice Awards. Three days later, the song appeared on iTunes, revealing that it’s the third track on the album.
The song is a romantic track dedicated to Swift’s partner of three years, Joe Alwyn. It takes a wedding-like perspective on their relationship and shares information about their romance. A Twitter user who attended one of the secret sessions alleged that “‘Lover’ is Taylor’s favorite [original] song of all time,” having asked her directly during a Q&A.
On the day of its release, “Lover” reached number #1 on the US iTunes charts, making it her 35th song to do so. With this milestone, she extends her record as the female with the most #1 singles in iTunes' history.
The music video for the song was released on August 22, 2019, immediately following Swift’s Lover’s Lounge on YouTube. It features Swift and her love interest in a house inside a snow globe, illustrating the ups and downs of a relationship in progress. During Swift’s livestream, she further revealed that the concept for the music video originated from a lyric in her 1989 song, “You Are In Love”:
And so it goes
You two are dancing in a snow globe, ‘round and 'round",Lover
4484,98867,"[Verse 1]
We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know
[Pre-Chorus]
That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said
[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
[Verse 2]
So I sneak out to the garden to see you
We keep quiet 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh [Pre-Chorus]
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said
[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""
[Post-Chorus]
Oh, oh
[Bridge]
But I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town and I said
[Chorus]
""Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said
""Marry me, Juliet, you'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say 'Yes'"" [Outro]
Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you","Taylor was inspired to write “Love Story” when she was going through a difficult situation with a boy she liked, whom she wasn’t “officially” dating. The song has been rumored to be about two singers – the first being Joe Jonas, since it was recorded in March of 2008, just a few months before she began actually dating him. Other songs such as “Forever & Always” and “Last Kiss” are more explicitly about him.
The second rumored subject of the song is Boys Like Girls front-man, Martin Johnson whom Swift had a brief fling with in 2008 and collaborated with to pen the band’s track “Two is Better Than One” and Taylor’s song “If This Was a Movie”. This is a fitting match for the “star-crossed lovers” theme of the song as sources claimed that although the pair were into each other, Taylor’s publicists felt he was not a good match for her “American sweetheart” image – with him being a punk rocker who was going through personal issues at the time.
She chose to portray the story of Romeo and Juliet in the song, because she felt like she could relate.
I used to be in high school where you see [a boyfriend] every day. Then I was in a situation where it wasn’t so easy for me, and I wrote this song because I could relate to the whole Romeo and Juliet thing.
The lyrics talk about disapproval against the relationship, and her desire to go somewhere far away with him, and escape the people who look down on them.
“Love Story” peaked at #1 on Billboard’s Hot Country Songs, and at #5 on the Billboard Hot 100, just weeks after its release.

The song’s music video was described as timeless, by Swift.
‘Love Story’’s plot was a timeless scenario: I think it could happen in the 1700s, the 1800s, or 2008
The video won the CMT Music Awards for “Video of the Year,” as well as “Female Video of the Year.”

In February 2021, “Love Story” became the first official re-release from Taylor’s backcatalog following contractual disputes with Scooter Braun. It marked the beginning of a new chapter in her career as she sought autonomy and freedom from what she perceived as a manipulative business relationship.",Love Story
4489,2940047,"[Verse 1]
Come on, gather 'round, I'm gonna tell you how the fire went out
Sorry for the inconvenience, I didn't mean to let you down
We were supposed to be forever but it's too bad you didn't see that to me
You were the perfect view of misery
[Chorus]
I never talked about the tears I cried
All the sleepless nights or the endless fights
I never talked about the 
days he called
There was something wrong, it was all my fault
I had it all, what a shame, what a fall now
But in case you haven't heard the news
There wasn't much love to lose
[Verse 2]
Let's talk about that golden boy that I met on a winter night
How was I supposed to know that he was just as cold inside?
He smiled and I smiled, well the camera's in your mind
And I lied, I swore that everything was fine
[Chorus]
I never talked about the tears I cried
All the sleepless nights or the endless fights
I never talked about the 
nights he called
There was something wrong, it was all my fault
I had it all, what a shame, what a fall now
But in case you haven't heard the news
There wasn't much love to lose [Bridge]
I know you wanna talk about me
How I gave up on love so foolishly
But keep in mind
[Chorus]
I never talked about the tears I cried
All the sleepless nights or the endless fights
I never talked about the 
nights he called
There was something wrong, it was all my fault
I had it all, what a shame, what a fall now
But in case you haven't heard the news
There wasn't much love to lose
[Outro]
Come on, gather 'round, I'm gonna tell you how the fire went out","Fed up with questions about why her relationship went sour, Tay sets the record straight and lets questioners know what it was really like.",Love to Lose
4490,187260,"[Verse 1]
There's a little girl in this little town
With a little too much heart to go around
Live forever, never say never
You could do better, that's what she says
[Chorus]
Mama named her Lucky on a starlit night
A rabbit foot in her pocket, she dances in spite
Of the fact that she's different
And yet she's the same
And she says, ""Do-do-do-do-do-do-do-do
Do-do-do-do-do-do-do, do-do-do-do
Do-do-do, do-do-do, do-do-do-do
Lucky you, lucky you""
[Verse 2]
She sings her little song, she walks along
A little pathway headed for the skies
Left to travels, lives they unravel
Mind over matter, that's what she says
[Chorus]
Mama named her Lucky on a starlit night
A rabbit foot in her pocket, she dances in spite
Of the fact that she's different
And yet she's the same
And she says, ""Do-do-do-do-do-do-do-do
Do-do-do-do-do-do-do, do-do-do-do
Do-do-do, do-do-do, do-do-do-do
Lucky you, lucky you, lucky you"" [Bridge]
Maybe she'll sing you do-do-do-do
Maybe she'll bring you into the skies
Honey, she'll love you, funny how some view
Angels above you aren't so far away
[Chorus]
Mama named her Lucky on a starlit night
A rabbit foot in her pocket, she dances in spite
Of the fact that she's different
And yet she's the same
And she says, ""Lucky you, lucky you""","The enlivening country song “Lucky You” is considered the first of countless tracks Swift has written. The lyrics share a positive outlook on the life of a girl named Lucky, who lives without any worries.
Finished when Taylor was just twelve years old, the song was reportedly created after a computer repairman came to her house and taught her how to play three chords on a guitar.",Lucky You
4492,132095,"[Verse 1]
She said 
I was seven and you were nine
I looked at you like the stars that shined
In the sky, the pretty lights
And our daddies used to joke about the two of us
Growing up and falling in love
And our mamas smiled and rolled their eyes
And said, 
""Oh, my, my, my""
[Chorus]
Take me back to the house in the backyard tree
Said you'd beat me up, you were bigger than me
You never did, you never did
Take me back when our world was one block wide
I dared you to kiss me and ran when you tried
Just two kids, you and I
Oh, my, my, my, my
[Verse 2]
Well, I was sixteen when suddenly
I wasn't that little girl you used to see
But your eyes still shined like pretty lights
And our daddies used to joke about the two of us
They never believed we'd really fall in love
And our mamas smiled and rolled their eyes
And said, ""Oh, my, my, my"" [Chorus]
Take me back to the creek beds we turned up
2 AM riding in your truck
And all I need is you next to me
Take me back to the time we had our very first fight
The slamming of doors 'stead of kissing goodnight
You stayed outside 'til the morning light
Oh, my, my, my, my
[Bridge]
A few years had gone and come around
We were sitting at our favorite spot in town
And you looked at me, got down on one knee
[Chorus]
Take me back to the time when we walked down the aisle
Our whole town came and our mamas cried
You said, ""I do,"" and I did, too
Take me home where we met so many years before
We'll rock our babies on that very front porch
After all this time, you and I
[Outro]
And I'll be eighty-seven, you'll be eighty-nine
I'll still look at you like the stars that shine
In the sky, oh, my, my, my","“Mary’s Song (Oh My My My)” was inspired by Taylor’s next-door neighbors, an old couple that had known each other since they were just kids. They were talking with Taylor one night about how they met, and she was touched by the story.",Mary’s Song (Oh My My My)
4494,5793964,"[Verse 1]
What did you think I'd say to that?
Does a scorpion sting when fighting back?
They strike to kill, and you know I will
You know I will
What do you sing on your drive home?
Do you see my face in the neighbor's lawn?
Does she smile?
Or does she mouth, ""Fuck you forever""?
[Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry
[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman
[Verse 2]
Now I breathe flames each time I talk
My cannons all firin' at your yacht
They say, ""Move on,"" but you know I won't
And women like hunting witches too
Doing your dirtiest work for you
It's obvious that wanting me dead
Has really brought you two together [Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry
[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman
[Bridge]
I'm taking my time, taking my time
'Cause you took everything from me
Watching you climb, watching you climb
Over people like me
The master of spin has a couple side flings
Good wives always know
She should be mad, should be scathing like me, but
No one likes a mad woman
[Outro]
What a shame she went mad
You made her like that","Much like her previous songs “Blank Space” and “Look What You Made Me Do,” which she references throughout the song, Swift connects the concept of a delusional woman to her personal life, particularly her battles with Scooter Braun and Scott Borchetta over owning her music and rapper Kanye West after he defamed her on his song “Famous.”
Some of the story may originate from Rebekah Harkness, who Swift based earlier folklore track “the last great american dynasty” on.",​mad woman
4495,132654,"[Verse 1]
You, with your words like knives
And swords and weapons that you use against me
You have knocked me off my feet again
Got me feeling like I'm nothing
You, with your voice like nails on a chalkboard
Calling me out when I'm wounded
You, pickin' on the weaker man
[Pre-Chorus]
Well, you can take me down
With just one single blow
But you don't know what you don't know
[Chorus]
Someday, I'll be livin' in a big, ole city
And all you're ever gonna be is mean
Someday, I'll be big enough so you can't hit me
And all you're ever gonna be is mean
Why you gotta be so mean?
[Verse 2]
You, with your switching sides
And your wildfire lies and your humiliation
You have pointed out my flaws again
As if I don't already see them
I walk with my head down, trying to block you out
'Cause I'll never impress you
I just wanna feel okay again [Pre-Chorus]
I bet you got pushed around
Somebody made you cold
But the cycle ends right now
'Cause you can't lead me down that road
And you don't know what you don't know
[Chorus]
Someday, I'll be livin' in a big, ole city
And all you're ever gonna be is mean
Someday, I'll be big enough so you can't hit me
And all you're ever gonna be is mean
Why you gotta be so mean?
[Bridge]
And I can see you years from now in a bar
Talking over a football game
With that same big, loud opinion
But nobody's listening
Washed up and ranting about the same old bitter things
Drunk and grumblin' on about how I can't sing
But all you are is mean
[Buildup]
All you are is mean
And a liar, and pathetic
And alone in life, and mean
And mean, and mean, and mean [Chorus]
But someday, I'll be livin' in a big, ole city
And all you're ever gonna be is mean
Yeah, someday, I'll be big enough so you can't hit me
And all you're ever gonna be is mean
Why you gotta be so mean?
Someday, I'll be livin' in a big, ole city
(Why you gotta be so mean?)
And all you're ever gonna be is mean
(Why you gotta be so mean?)
Someday, I'll be big enough so you can't hit me
(Why you gotta be so mean?)
And all you're ever gonna be is mean
Why you gotta be so mean?","Swift wrote “Mean” in response to music critic Bob Lefsetz, who gave her a cruel review after a February 2010 performance with Stevie Nicks. Lefsetz claimed that Swift “can’t sing” and that the performance “shortened her career,” but she ultimately proved him wrong.
Swift released the song as a single in March 2011, and its accompanying music video was directed by Declan Whitebloom, who also directed the music video for “Ours.” The video includes cameos from actress Joey King and singer-songwriter Presley Cash, who both play people experiencing bullying.
The song received positive reviews from outlets like Entertainment Weekly, and won two Grammy awards — Best Country Song and Best Country Solo Performance.",Mean
4498,6260158,"[Verse 1]
Never be so kind
You forget to be clever
Never be so clever
You forget to be kind
[Pre-Chorus]
And if I didn't know better
I'd think you were talking to me now
If I didn't know better
I'd think you were still around
[Chorus]
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
[Verse 2]
Never be so politе
You forget your power
Nevеr wield such power
You forget to be polite [Pre-Chorus]
And if I didn't know better
I'd think you were listening to me now
If I didn't know better
I'd think you were still around
[Chorus]
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
[Bridge]
The autumn chill that wakes me up
You loved the amber skies so much
Long limbs and frozen swims
You'd always go past where our feet could touch
And I complained the whole way there
The car ride back and up the stairs
I should've asked you questions
I should've asked you how to be
Asked you to write it down for me
Should've kept every grocery store receipt
'Cause every scrap of you would be taken from me
Watched as you signed your name Marjorie
All your closets of backlogged dreams
And how you left them all to me [Chorus]
What died didn't stay dead
What died didn't stay dead
You're alive, you're alive in my head
What died didn't stay dead
What died didn't stay dead
You're alive, so alive
[Outro]
And if I didn't know better
I'd think you were singing to me now
If I didn't know better
I'd think you were still around
I know better
But I still feel you all around
I know better
But you're still around","“marjorie” is track 13 off of Taylor Swift’s ninth album evermore, and is a tribute to her late grandmother Marjorie Finlay. Appropriately, “epiphany” (the 13th track on evermore’s sister album, folklore), was in part about her grandfather, Dean.
Marjorie, who passed in 2003, was an opera singer and helped inspire Taylor to pursue music. In the album notes, Marjorie is credited with background vocals.
Given that evermore also has a track titled “dorothea,” fan speculation suggests that this song may also allude to the story of Marjorie West, a four year-old girl who disappeared in Pennsylvania, where Swift grew up. Dorothea was the name of Marjorie West’s sister, and was reportedly the last person to see her before she went missing.",​marjorie
4499,8400683,"[Verse 1]
Once upon a time, the planets and the fates
And all the stars aligned
You and I ended up in the same room
At the same time
[Pre-Chorus]
And the touch of a hand lit the fuse
Of a chain reaction of countermoves
To assess the equation of you
Checkmate, I couldn't lose
[Chorus]
What if I told you none of it was accidental?
And the first night that you saw me
Nothing was gonna stop me
I laid the groundwork, and then
Just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all by dеsign
'Cause I'm a mastermind
[Verse 2]
You see, all the wisеst women
Had to do it this way
'Cause we were born to be the pawn
In every lover's game [Pre-Chorus]
If you fail to plan, you plan to fail
Strategy sets the scene for the tale
I'm the wind in our free-flowing sails
And the liquor in our cocktails
[Chorus]
What if I told you none of it was accidental?
And the first night that you saw me
I knew I wanted your body
I laid the groundwork, and then
Just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all my design
'Cause I'm a mastermind
[Bridge]
No one wanted to play with me as a little kid
So I've been scheming like a criminal ever since
To make them love me and make it seem effortless
This is the first time I've felt the need to confess
And I swear
I'm only cryptic and Machiavellian
'Cause I care [Chorus]
So I told you none of it was accidental
And the first night that you saw me
Nothing was gonna stop me
I laid the groundwork, and then
Saw a wide smirk on your face
You knew the entire time
You knew that I'm a mastermind
And now you're mine
Yeah, all you did was smile
'Cause I'm a mastermind","“Mastermind” is the closing track to the standard edition of Taylor Swift’s tenth studio album, Midnights. She revealed the song’s title and track number in the first video of her TikTok game Midnights Mayhem With Me on September 21st, 2022. Swift reaffirms that she thinks that she and her long-time partner actor Joe Alwyn were meant for each other, but she also schemed and made up a plan to ensure that they would be together. Once she admits this to her lover, he just smiles because he already knew that something like that was in her nature.
All’s well that ends well to end up with you.
The title is also a nod to her fans calling Swift a “mastermind” for her careful planning of Easter eggs and releases.",Mastermind
